"","name","transfer.date","club.from","club.to","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status"
"438","Eddy Gnahoré","2016/1/25","Carrarese","SSC Napoli",128000,"
                                Midfield                            ","France","Villeneuve-la-Garenn...",31,1,1,5,5,7,0,0,0,2240,2240,5.15811088295688,"1993/11/14",22.1957563312799,"Serie A","Top Club"
"439","Leonardo Pavoletti","2015/7/1","Sassuolo","Genoa",2550000,"
                                Attacker                            ","Italy","Livorno",22,7,4,16,16,5,0,0,0,119,834,NA,"1988/11/26",26.5927446954141,"Serie A","Middle Club"
"440","Riccardo Fiamozzi","2016/2/1","Pescara","Genoa",1280000,"
                                Defender                            ","Italy","Trento",42,0,2,1,1,8,0,0,0,NA,3694,28.911704312115,"1993/5/18",22.7077344284736,"Serie A","Middle Club"
"441","Diego Capel","2015/8/18","Sporting CP","Genoa",1110000,"
                                Attacker                            ","Spain","Albox",27,1,3,22,22,0,0,0,0,702,702,10.4147843942505,"1988/2/16",27.501711156742,"Serie A","Middle Club"
"442","Issa Cissokho","2015/7/20","FC Nantes","Genoa",425000,"
                                Defender                            ","Senegal","Paris",37,0,0,1,1,6,0,0,0,NA,3248,NA,"1985/2/23",30.4010951403149,"Serie A","Middle Club"
"443","Luca Rigoni","2016/1/4","US Palermo","Genoa",425000,"
                                Midfield                            ","Italy","Schio",32,9,1,0,0,11,0,0,0,307,2767,17.8398357289528,"1984/12/7",31.0746064339493,"Serie A","Middle Club"
"444","Darko Lazovic","2015/7/1","Red Star","Genoa",0,"
                                Attacker                            ","Serbia","Cacak",30,10,5,0,0,0,0,0,1,260,2600,NA,"1990/9/15",24.7912388774812,"Serie A","Middle Club"
"445","Goran Pandev","2015/7/7","Galatasaray","Genoa",0,"
                                Attacker                            ","Macedonia","Strumica",17,7,2,4,4,1,0,0,0,148,1036,NA,"1983/7/27",31.9452429842574,"Serie A","Middle Club"
"446","Ezequiel Muñoz","2015/7/18","US Palermo","Genoa",0,"
                                Defender                            ","Argentina","Pergamino",18,1,0,1,1,3,0,0,0,1480,1480,NA,"1990/10/8",24.7748117727584,"Serie A","Middle Club"
"447","Manuel Milinkovic","2016/1/28","Salernitana","Genoa",0,"
                                Attacker                            ","Serbia","Antibes",3,0,0,2,2,1,0,0,0,NA,71,5.05954825462012,"1994/5/20",21.6919917864476,"Serie A","Middle Club"
"448","Serge Gakpé","2015/7/1","FC Nantes","Genoa",0,"
                                Attacker                            ","Togo","Bondy",37,4,3,9,9,7,0,0,1,626,2505,NA,"1987/5/7",28.1505817932923,"Serie A","Middle Club"
"449","Luis Muriel","2015/7/1","Udinese Calcio","Sampdoria",8930000,"
                                Attacker                            ","Colombia","Santo Tomás",27,4,5,11,11,2,0,0,0,345,1379,35.9753593429158,"1991/4/16",24.208076659822,"Serie A","Middle Club"
"450","Fernando","2015/7/6","Shakhtar D.","Sampdoria",6800000,"
                                Midfield                            ","Brazil","Erechim",25,1,0,4,4,3,0,0,0,1658,1658,35.8110882956879,"1992/3/3",23.3401779603012,"Serie A","Middle Club"
"451","Ervin Zukanovic","2015/7/16","Chievo Verona","Sampdoria",2470000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.4243668720055,"Serie A","Middle Club"
"452","Ervin Zukanovic","2015/7/16","Chievo Verona","Sampdoria",2470000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.4243668720055,"Serie A","Middle Club"
"453","Alfred Duncan","2015/7/1","Inter","Sampdoria",2210000,"
                                Midfield                            ","Ghana","Accra",27,1,2,14,14,3,0,0,0,1377,1377,NA,"1993/3/10",22.3080082135524,"Serie A","Middle Club"
"454","Lucas Torreira","2015/7/1","Pescara","Sampdoria",1700000,"
                                Midfield                            ","Uruguay","Fray Bentos",26,1,0,0,0,6,0,1,0,2154,2154,23.9835728952772,"1996/2/11",19.3839835728953,"Serie A","Middle Club"
"455","Milan Skriniar","2016/1/29","MSK Zilina","Sampdoria",850000,"
                                Defender                            ","Slovakia","Žiar nad Hronom",33,6,0,0,0,8,0,0,2,500,3000,NA,"1995/2/11",20.9637234770705,"Serie A","Middle Club"
"456","Michele Rocca","2015/8/31","Inter U19","Sampdoria",850000,"
                                Midfield                            ","Italy","Milano",34,12,0,9,9,5,0,0,3,194,2330,NA,"1996/2/6",19.564681724846,"Serie A","Middle Club"
"457","Andrea Coda","2015/7/1","Udinese Calcio","Sampdoria",0,"
                                Defender                            ","Italy","Massa",2,0,0,2,2,1,0,0,0,NA,57,23.9835728952772,"1985/4/25",30.1820670773443,"Serie A","Middle Club"
"458","Niklas Moisander","2015/7/1","AFC Ajax","Sampdoria",0,"
                                Defender                            ","Finland","Turku",30,0,0,0,0,3,0,1,0,NA,2655,NA,"1985/9/29",29.7522245037645,"Serie A","Middle Club"
"459","Oliveira Jefferson","2015/8/11","Vicenza","Sampdoria",0,"
                                Defender                            ","Brazil","São Paulo",4,0,0,2,2,0,0,0,0,NA,286,NA,"1990/2/25",25.4565366187543,"Serie A","Middle Club"
"460","Modibo Diakité","2016/2/1","Frosinone","Sampdoria",0,"
                                Defender                            ","France","Bourg-La-Reine",12,0,1,1,1,2,0,1,0,NA,985,4.92813141683778,"1987/3/2",28.9199178644764,"Serie A","Middle Club"
"461","Modibo Diakité","2016/2/1","Frosinone","Sampdoria",0,"
                                Defender                            ","France","Bourg-La-Reine",12,0,1,1,1,2,0,1,0,NA,985,4.92813141683778,"1987/3/2",28.9199178644764,"Serie A","Middle Club"
"462","Mattia Cassani","2015/7/1","Parma","Sampdoria",0,"
                                Defender                            ","Italy","Borgomanero",18,0,0,5,5,1,0,0,0,NA,1141,23.9835728952772,"1983/8/26",31.8466803559206,"Serie A","Middle Club"
"463","Édgar Barreto","2015/7/1","US Palermo","Sampdoria",0,"
                                Midfield                            ","Paraguay","Asunción",25,2,6,0,0,3,2,0,0,1062,2123,NA,"1984/7/15",30.9596167008898,"Serie A","Middle Club"
"464","Matías Silvestre","2015/7/9","Inter","Sampdoria",0,"
                                Defender                            ","Argentina","Mercedes",30,0,2,2,2,7,0,0,0,NA,2554,NA,"1984/9/25",30.7843942505133,"Serie A","Middle Club"
"465","Ricardo Álvarez","2016/1/4","Sunderland","Sampdoria",0,"
                                Midfield                            ","Argentina","Buenos Aires",17,1,0,9,9,4,0,0,0,725,725,NA,"1988/4/12",27.7289527720739,"Serie A","Middle Club"
"466","Ricardo Álvarez","2016/1/4","Sunderland","Sampdoria",0,"
                                Midfield                            ","Argentina","Buenos Aires",17,1,0,9,9,4,0,0,0,725,725,NA,"1988/4/12",27.7289527720739,"Serie A","Middle Club"
"467","Geoffrey Kondogbia","2015/7/1","Monaco","Inter",26350000,"
                                Midfield                            ","France","Nemours",33,2,1,2,2,5,0,0,0,1370,2739,35.9753593429158,"1993/2/15",22.3709787816564,"Serie A","Middle Club"
"468","Ivan Perisic","2015/8/30","VfL Wolfsburg","Inter",13600000,"
                                Attacker                            ","Croatia","Split",35,7,9,6,6,6,0,0,0,338,2363,22.0123203285421,"1989/2/2",26.570841889117,"Serie A","Middle Club"
"469","Xherdan Shaqiri","2015/7/1","Bayern Munich ","Inter",12750000,"
                                Attacker                            ","Switzerland","Gjilan",35,5,4,17,17,7,0,0,1,341,1707,11.9917864476386,"1991/10/10",23.7234770704997,"Serie A","Middle Club"
"470","Jeison Murillo","2015/7/1","Granada CF","Inter",6800000,"
                                Defender                            ","Colombia","Barranquilla",19,0,0,1,1,4,1,0,0,NA,1593,11.9917864476386,"1992/5/27",23.0937713894593,"Serie A","Middle Club"
"471","Davide Santon","2015/7/1","Newcastle","Inter",3150000,"
                                Defender                            ","Italy","Portomaggiore",16,0,1,2,2,1,0,0,0,NA,1300,11.9917864476386,"1991/1/2",24.4928131416838,"Serie A","Middle Club"
"472","Felipe Melo","2015/8/31","Galatasaray","Inter",3150000,"
                                Midfield                            ","Brazil","Volta Redonda",34,2,1,0,0,17,1,0,0,1436,2871,45.9630390143737,"1983/6/26",32.1806981519507,"Serie A","Middle Club"
"473","Andrea Belotti","2015/8/18","US Palermo","Torino",7140000,"
                                Attacker                            ","Italy","Calcinate",39,6,2,30,30,3,0,0,1,230,1381,NA,"1993/12/20",21.6591375770021,"Serie A","Middle Club"
"474","Daniele Baselli","2015/7/10","Atalanta","Torino",5100000,"
                                Midfield                            ","Italy","Manerbio",24,2,2,7,7,8,0,0,0,710,1419,NA,"1992/3/12",23.3264887063655,"Serie A","Middle Club"
"475","Davide Zappacosta","2015/7/10","Atalanta","Torino",3660000,"
                                Defender                            ","Italy","Sora",30,3,1,2,2,4,0,0,0,783,2350,NA,"1992/6/11",23.0773442847365,"Serie A","Middle Club"
"476","Afriyie Acquah","2015/7/1","TSG Hoffenheim","Torino",2640000,"
                                Midfield                            ","Ghana","Sunyani",24,1,0,2,2,9,2,0,0,1834,1834,23.9835728952772,"1992/1/5",23.4852840520192,"Serie A","Middle Club"
"477","Danilo Avelar","2015/7/1","Cagliari Calcio","Torino",2130000,"
                                Defender                            ","Brazil","Paranavaí",32,4,5,2,2,10,1,0,3,682,2727,NA,"1989/6/9",26.0588637919233,"Serie A","Middle Club"
"478","Joel Obi","2015/7/2","Inter","Torino",1870000,"
                                Midfield                            ","Nigeria","Lagos",17,1,0,9,9,1,0,0,0,710,710,23.9507186858316,"1991/5/22",24.1122518822724,"Serie A","Middle Club"
"479","Carlos Bacca","2015/7/3","Sevilla FC","AC Milan",25500000,"
                                Attacker                            ","Colombia","Puerto Colombia",56,28,10,15,15,8,0,0,7,127,3567,35.9096509240246,"1986/9/8",28.8158795345654,"Serie A","Middle Club"
"480","Alessio Romagnoli","2015/8/11","AS Roma","AC Milan",21250000,"
                                Defender                            ","Italy","Anzio",31,2,2,2,2,9,0,0,0,1312,2624,34.6283367556468,"1995/1/12",20.5776865160849,"Serie A","Middle Club"
"481","Andrea Bertolacci","2015/7/2","AS Roma","AC Milan",1.7e+07,"
                                Midfield                            ","Italy","Roma",35,6,8,3,3,10,0,0,0,454,2726,23.9507186858316,"1991/1/11",24.4709103353867,"Serie A","Middle Club"
"482","Andrea Bertolacci","2015/7/2","AS Roma","AC Milan",1.7e+07,"
                                Midfield                            ","Italy","Roma",35,6,8,3,3,10,0,0,0,454,2726,23.9507186858316,"1991/1/11",24.4709103353867,"Serie A","Middle Club"
"483","Luiz Adriano","2015/7/2","Shakhtar D.","AC Milan",6800000,"
                                Attacker                            ","Brazil","Porto Alegre",33,21,11,3,3,7,0,0,6,128,2681,NA,"1987/4/12",28.2217659137577,"Serie A","Middle Club"
"484","Luca Antonelli","2015/7/1","Genoa","AC Milan",3830000,"
                                Defender                            ","Italy","Monza",32,4,2,1,1,6,0,0,0,697,2788,NA,"1987/2/11",28.3832991101985,"Serie A","Middle Club"
"485","Juraj Kucka","2015/8/28","Genoa","AC Milan",2550000,"
                                Midfield                            ","Slovakia","Bojnice",34,2,2,15,15,5,0,0,0,931,1861,NA,"1987/2/26",28.5010266940452,"Serie A","Middle Club"
"486","Simone Verdi","2015/7/1","Torino","AC Milan",383000,"
                                Midfield                            ","Italy","Broni",28,3,3,10,10,4,0,0,0,521,1564,NA,"1992/7/12",22.9678302532512,"Serie A","Middle Club"
"487","José Mauri","2015/7/6","Parma","AC Milan",0,"
                                Midfield                            ","Italy","Realicó",33,2,2,4,4,6,0,0,0,1275,2550,NA,"1996/5/16",19.1375770020534,"Serie A","Middle Club"
"488","Matteo Pessina","2015/7/1","Monza","AC Milan",17000,"
                                Midfield                            ","Italy","Monza",22,6,0,2,2,1,0,0,2,308,1847,NA,"1997/4/21",18.1930184804928,"Serie A","Middle Club"
"489","Oscar Hiljemark","2015/7/13","PSV Eindhoven","US Palermo",2130000,"
                                Midfield                            ","Sweden","Gislaved",19,0,1,9,9,2,0,0,0,NA,977,24.6078028747433,"1992/6/28",23.0390143737166,"Serie A","Middle Club"
"490","Norbert Balogh","2016/1/13","Debreceni VSC","US Palermo",1870000,"
                                Attacker                            ","Hungary","Hajdúböszörmény",15,2,2,9,9,0,0,0,0,322,643,NA,"1996/2/21",19.8932238193018,"Serie A","Middle Club"
"491","Abdelhamid El Kaoutari","2015/7/28","Montpellier","US Palermo",1700000,"
                                Defender                            ","Morocco","Montpellier",38,0,1,0,0,3,0,0,0,NA,3420,11.1047227926078,"1990/3/17",25.3634496919918,"Serie A","Middle Club"
"492","Edoardo Goldaniga","2015/7/1","Juventus","US Palermo",1700000,"
                                Defender                            ","Italy","Milano",38,4,0,0,0,11,0,1,0,852,3408,NA,"1993/11/2",21.6591375770021,"Serie A","Middle Club"
"493","Matheus Cassini","2015/7/1","Corinthians","US Palermo",1020000,"
                                Attacker                            ","Brazil","São Paulo (SP)",0,0,0,0,0,0,0,0,0,NA,NA,NA,"1996/2/15",19.3730321697468,"Serie A","Middle Club"
"494","Aleksandar Trajkovski","2015/7/1","Zulte Waregem","US Palermo",765000,"
                                Attacker                            ","Macedonia","Skopje",40,6,6,13,13,2,0,0,0,409,2456,NA,"1992/9/5",22.8172484599589,"Serie A","Middle Club"
"495","Manuel Arteaga","2016/1/4","Zulia FC","US Palermo",680000,"
                                Attacker                            ","Venezuela","Maracaibo",2,1,0,1,1,1,0,0,0,131,131,NA,"1994/6/17",21.5496235455168,"Serie A","Middle Club"
"496","Thiago Cionek","2016/1/11","Modena FC","US Palermo",298000,"
                                Defender                            ","Poland","Curitiba",39,1,0,1,1,10,1,1,0,3473,3473,17.6098562628337,"1986/4/21",29.7248459958932,"Serie A","Middle Club"
"497","Ahmad Benali","2015/7/1","Brescia","US Palermo",0,"
                                Midfield                            ","Libya","Manchester",39,9,3,4,4,8,0,1,0,345,3102,NA,"1992/2/7",23.3949349760438,"Serie A","Middle Club"
"498","Andrea Rispoli","2015/7/2","Parma","US Palermo",0,"
                                Defender                            ","Italy","Cava de Tirreni",31,1,2,13,13,5,0,0,0,1866,1866,NA,"1988/9/29",26.7542778918549,"Serie A","Middle Club"
"499","Uros Djurdjevic","2015/8/18","Vitesse","US Palermo",0,"
                                Attacker                            ","Serbia","Belgrad",38,20,4,18,18,4,1,0,2,102,2032,34.3983572895277,"1994/3/2",21.4620123203285,"Serie A","Middle Club"
"500","Nicolas Viola","2015/7/1","Ternana","US Palermo",0,"
                                Midfield                            ","Italy","Oppido Mamertina",41,3,2,2,2,6,0,0,1,1114,3341,NA,"1989/10/12",25.7166324435318,"Serie A","Middle Club"
"501","Alberto Gilardino","2015/8/27","GZ Evergrande","US Palermo",0,"
                                Attacker                            ","Italy","Biella",14,4,2,6,6,0,0,0,0,199,796,16.1642710472279,"1982/7/5",33.1444216290212,"Serie A","Middle Club"
"502","Domenico Berardi","2015/7/1","Juventus","Sassuolo",8500000,"
                                Attacker                            ","Italy","Cariati Marina",35,15,13,1,1,14,0,1,6,189,2836,NA,"1994/8/1",20.9144421629021,"Serie A","Middle Club"
"503","Grégoire Defrel","2015/8/5","AC Cesena","Sassuolo",5950000,"
                                Attacker                            ","France","Meudon",36,9,6,4,4,7,0,0,0,314,2826,NA,"1991/6/17",24.1341546885695,"Serie A","Middle Club"
"504","Stefano Sensi","2016/1/13","AC Cesena","Sassuolo",4250000,"
                                Midfield                            ","Italy","Urbino",33,8,2,0,0,3,2,0,2,348,2781,NA,"1995/8/5",20.4407939767283,"Serie A","Middle Club"
"505","Luca Mazzitelli","2016/2/1","AS Roma","Sassuolo",2980000,"
                                Midfield                            ","Italy","Roma",26,1,1,9,9,7,1,0,0,1514,1514,NA,"1995/11/15",20.2135523613963,"Serie A","Middle Club"
"506","Marcello Trotta","2016/1/20","Avellino","Sassuolo",2380000,"
                                Attacker                            ","Italy","Santa Maria Capua ...",32,12,4,6,6,3,0,0,1,189,2273,17.3141683778234,"1992/9/29",23.3073237508556,"Serie A","Middle Club"
"507","Lorenzo Pellegrini","2015/7/1","Roma U19","Sassuolo",1060000,"
                                Midfield                            ","Italy","Roma",38,8,1,3,3,13,0,0,0,393,3147,NA,"1996/6/19",19.0308008213552,"Serie A","Middle Club"
"508","Giovanni Sbrissa","2015/7/1","Vicenza","Sassuolo",680000,"
                                Midfield                            ","Italy","Castelfranco Veneto",33,1,0,22,22,1,0,1,0,1054,1054,NA,"1996/9/25",18.7624914442163,"Serie A","Middle Club"
"509","Cristian Dell'Orco","2015/7/8","Parma","Sassuolo",0,"
                                Defender                            ","Italy","Sant'Angelo ...",26,1,2,1,1,4,0,1,0,2236,2236,NA,"1994/2/10",21.4045174537988,"Serie A","Middle Club"
"510","Federico Viviani","2015/7/1","AS Roma","Hellas Verona",3400000,"
                                Midfield                            ","Italy","Lecco",33,8,5,2,2,10,0,0,3,338,2702,23.9835728952772,"1992/3/24",23.2689938398357,"Serie A","Middle Club"
"511","Filip Helander","2015/7/22","Malmö FF","Hellas Verona",850000,"
                                Defender                            ","Sweden","Malmö",22,0,0,2,2,4,0,0,0,NA,1831,5.3223819301848,"1993/4/22",22.2477754962355,"Serie A","Middle Club"
"512","Eros Pisano","2015/7/1","US Palermo","Hellas Verona",850000,"
                                Defender                            ","Italy","Busto Arsizio",20,0,0,0,0,3,0,0,0,NA,1766,11.9917864476386,"1987/3/31",28.2518822724162,"Serie A","Middle Club"
"513","Leandro Greco","2015/7/1","Genoa","Hellas Verona",255000,"
                                Midfield                            ","Italy","Roma",28,0,2,11,11,8,0,0,0,NA,1767,23.9835728952772,"1986/7/19",28.9500342231348,"Serie A","Middle Club"
"514","Mattia Valoti","2015/7/7","UC AlbinoLeffe","Hellas Verona",0,"
                                Midfield                            ","Italy","Vicenza",13,1,1,10,10,4,0,0,0,363,363,NA,"1993/9/6",21.8316221765914,"Serie A","Middle Club"
"515","Luca Siligardi","2015/7/2","AS Livorno","Hellas Verona",0,"
                                Attacker                            ","Italy","Correggio",32,10,9,4,4,3,0,0,0,222,2215,NA,"1988/1/26",27.4305270362765,"Serie A","Middle Club"
"516","Samuel Souprayen","2015/7/1","Dijon","Hellas Verona",0,"
                                Defender                            ","France","Saint-Benoît",31,1,0,0,0,2,1,1,0,2773,2773,NA,"1989/2/2",26.4065708418891,"Serie A","Middle Club"
"517","Giampaolo Pazzini","2015/7/12","AC Milan","Hellas Verona",0,"
                                Attacker                            ","Italy","Pescia",28,5,0,22,22,2,0,0,3,198,988,NA,"1984/8/2",30.9404517453799,"Serie A","Middle Club"
"518","Michelangelo Albertazzi","2015/7/30","AC Milan","Hellas Verona",0,"
                                Defender                            ","Italy","Bologna",1,0,0,0,0,0,0,0,0,NA,79,11.0390143737166,"1991/1/7",24.5585215605749,"Serie A","Middle Club"
"519","Lucas Castro","2015/7/1","Catania","Chievo Verona",2980000,"
                                Midfield                            ","Argentina","La Plata",26,6,2,7,7,7,0,0,0,313,1876,NA,"1989/4/9",26.2258726899384,"Serie A","Middle Club"
"520","Valter Birsa","2015/7/2","AC Milan","Chievo Verona",1280000,"
                                Midfield                            ","Slovenia","Sempeter pri Gorici",36,0,1,5,5,4,0,0,0,NA,2359,NA,"1986/8/7",28.9007529089665,"Serie A","Middle Club"
"521","Ervin Zukanovic","2015/7/1","KAA Gent","Chievo Verona",850000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.3832991101985,"Serie A","Middle Club"
"522","Ervin Zukanovic","2015/7/1","KAA Gent","Chievo Verona",850000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.3832991101985,"Serie A","Middle Club"
"523","Nikola Ninkovic","2016/2/1","Partizan","Chievo Verona",468000,"
                                Midfield                            ","Serbia"," Bogatic",38,6,8,14,14,6,1,0,0,327,1962,4.92813141683778,"1994/12/19",21.119780971937,"Serie A","Middle Club"
"524","Marco Calderoni","2015/7/1","Bari","Chievo Verona",85000,"
                                Defender                            ","Italy","Latisana",28,0,2,3,3,5,0,0,0,NA,2232,NA,"1989/2/18",26.362765229295,"Serie A","Middle Club"
"525","Giampiero Pinzi","2015/8/31","Udinese Calcio","Chievo Verona",0,"
                                Midfield                            ","Italy","Roma",21,1,1,6,6,11,0,0,0,1439,1439,NA,"1981/3/11",34.4722792607803,"Serie A","Middle Club"
"526","Isaac Ntow","2015/8/19","Brescia","Chievo Verona",0,"
                                Defender                            ",NA,NA,3,0,0,0,0,0,0,0,0,NA,215,NA,"1994/5/26",21.2320328542094,"Serie A","Middle Club"
"527","Massimo Gobbi","2015/7/1","Parma","Chievo Verona",0,"
                                Defender                            ","Italy","Milano",34,0,3,3,3,11,0,0,0,NA,2831,NA,"1980/10/31",34.6639288158795,"Serie A","Middle Club"
"528","Simone Pepe","2015/8/11","Juventus","Chievo Verona",0,"
                                Attacker                            ","Italy","Albano Laziale",16,1,2,12,12,0,0,1,1,484,484,NA,"1983/8/30",31.9479808350445,"Serie A","Middle Club"
"529","Nicolás Spolli","2016/1/21","Carpi","Chievo Verona",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,NA,"1983/2/20",32.9171800136893,"Serie A","Middle Club"
"530","Nicolás Spolli","2016/1/21","Carpi","Chievo Verona",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,NA,"1983/2/20",32.9171800136893,"Serie A","Middle Club"
"531","Riccardo Saponara","2015/7/1","AC Milan","FC Empoli",3400000,"
                                Midfield                            ","Italy","Forlì",19,7,4,0,0,2,1,0,1,196,1371,NA,"1991/12/21",23.5263518138261,"Serie A","Middle Club"
"532","Luca Bittante","2015/7/17","Fiorentina","FC Empoli",680000,"
                                Defender                            ","Italy","Bassano del Grappa",37,1,1,8,8,6,0,0,0,2597,2597,NA,"1993/8/14",21.9219712525667,"Serie A","Middle Club"
"533","Luca Bittante","2015/7/17","Fiorentina","FC Empoli",680000,"
                                Defender                            ","Italy","Bassano del Grappa",37,1,1,8,8,6,0,0,0,2597,2597,NA,"1993/8/14",21.9219712525667,"Serie A","Middle Club"
"534","Michele Camporese","2015/7/24","Fiorentina","FC Empoli",425000,"
                                Defender                            ","Italy","Tirrenia",22,0,2,2,2,2,0,0,0,NA,1767,11.2361396303901,"1992/5/19",23.1786447638604,"Serie A","Middle Club"
"535","Marco Zambelli","2015/8/13","Brescia","FC Empoli",0,"
                                Defender                            ","Italy","Gavardo",41,0,3,1,1,5,0,0,0,NA,3450,NA,"1985/8/22",29.9739904175222,"Serie A","Middle Club"
"536","Kastriot Dermaku","2015/7/1","AS Melfi","FC Empoli",0,"
                                Defender                            ","Albania","Scandiano",35,3,0,0,0,7,0,0,0,1009,3027,NA,"1992/1/15",23.4579055441478,"Serie A","Middle Club"
"537","Rade Krunic","2015/7/11","Borac Cacak","FC Empoli",0,"
                                Midfield                            ","Bosnia-Herzegovina","Foca",25,3,2,4,4,8,0,0,0,582,1745,NA,"1993/10/7",21.7577002053388,"Serie A","Middle Club"
"538","Andrea Costa","2015/7/21","Parma","FC Empoli",0,"
                                Defender                            ","Italy","Reggio Emilia",22,1,0,2,2,4,0,0,0,1794,1794,NA,"1986/2/1",29.4647501711157,"Serie A","Middle Club"
"539","Samir","2016/1/13","Flamengo","Udinese Calcio",3400000,"
                                Defender                            ","Brazil","Rio de Janeiro",20,0,0,1,1,2,0,0,0,NA,1629,23.5893223819302,"1994/12/5",21.1060917180014,"Serie A","Buttom Club"
"540","Iván Piris","2015/7/17","Maldonado","Udinese Calcio",2980000,"
                                Midfield                            ","Paraguay","Itauguá",32,0,0,0,0,7,0,0,0,NA,2816,NA,"1989/3/10",26.3518138261465,"Serie A","Buttom Club"
"541","Ryder Matos","2016/1/30","Fiorentina","Udinese Calcio",2550000,"
                                Attacker                            ","Brazil","Seabra",4,0,0,1,1,0,0,0,0,NA,235,16.9856262833676,"1993/2/27",22.92128678987,"Serie A","Buttom Club"
"542","Andrija Balic","2016/2/1","Hajduk Split","Udinese Calcio",2550000,"
                                Midfield                            ","Croatia","Split",17,6,2,8,8,3,0,0,0,139,836,23.1622176591376,"1997/8/11",18.4750171115674,"Serie A","Buttom Club"
"543","Ali Adnan","2015/7/1","Rizespor","Udinese Calcio",1870000,"
                                Defender                            ","Iraq","Baghdad",16,1,1,5,5,0,0,1,0,930,930,35.9753593429158,"1993/12/19",21.5304585900068,"Serie A","Buttom Club"
"544","Gaspar Íñiguez","2016/1/16","Granada CF","Udinese Calcio",1020000,"
                                Midfield                            ","Argentina","Villa Jardín",14,0,1,0,0,2,0,0,0,NA,1226,NA,"1994/3/26",21.8097193702943,"Serie A","Buttom Club"
"545","Gaspar Íñiguez","2016/1/16","Granada CF","Udinese Calcio",1020000,"
                                Midfield                            ","Argentina","Villa Jardín",14,0,1,0,0,2,0,0,0,NA,1226,NA,"1994/3/26",21.8097193702943,"Serie A","Buttom Club"
"546","Emil Hallfredsson","2016/1/30","Hellas Verona","Udinese Calcio",850000,"
                                Midfield                            ","Iceland","Hafnarfjörður",31,1,10,2,2,8,1,0,0,2359,2359,16.9856262833676,"1984/6/29",31.5865845311431,"Serie A","Buttom Club"
"547","Adalberto Peñaranda","2015/7/1","Dep. La Guaira","Udinese Calcio",655000,"
                                Attacker                            ","Venezuela","El Vigía, Mérida",2,0,0,2,2,0,0,0,0,NA,10,23.9835728952772,"1997/5/31",18.0835044490075,"Serie A","Buttom Club"
"548","Adalberto Peñaranda","2015/7/1","Dep. La Guaira","Udinese Calcio",655000,"
                                Attacker                            ","Venezuela","El Vigía, Mérida",2,0,0,2,2,0,0,0,0,NA,10,23.9835728952772,"1997/5/31",18.0835044490075,"Serie A","Buttom Club"
"549","Marquinho","2015/8/18","AS Roma","Udinese Calcio",425000,"
                                Midfield                            ","Brazil","Passo Fundo",27,10,7,0,0,4,0,0,3,219,2191,NA,"1986/7/3",29.1252566735113,"Serie A","Buttom Club"
"550","Manuel Iturra","2015/7/22","Granada CF","Udinese Calcio",0,"
                                Midfield                            ","Chile","Temuco",33,0,1,4,4,5,0,0,0,NA,2557,11.3018480492813,"1984/6/23",31.0773442847365,"Serie A","Buttom Club"
"551","Emanuel Insúa","2015/8/31","Granada CF","Udinese Calcio",0,"
                                Defender                            ","Argentina","Buenos Aires",27,1,0,6,6,8,0,2,0,1890,1890,45.9630390143737,"1991/4/10",24.3915126625599,"Serie A","Buttom Club"
"552","Felipe","2015/8/31","Inter","Udinese Calcio",0,"
                                Defender                            ","Brazil","Guaratinguetá",16,1,0,1,1,2,2,0,0,1196,1196,NA,"1984/7/31",31.0828199863107,"Serie A","Buttom Club"
"553","Jasmin Kurtic","2015/7/1","Sassuolo","Atalanta",2980000,"
                                Midfield                            ","Slovenia","Crnomelj",28,1,3,6,6,5,1,0,0,1971,1971,NA,"1989/1/10",26.4695414099932,"Serie A","Buttom Club"
"554","Rafael Tolói","2015/8/26","São Paulo","Atalanta",2980000,"
                                Defender                            ","Brazil","Glória D'Oeste",24,0,0,1,1,2,0,0,0,NA,2083,22.1437371663244,"1990/10/10",24.8761122518823,"Serie A","Buttom Club"
"555","Mauricio Pinilla","2015/7/1","Genoa","Atalanta",1700000,"
                                Attacker                            ","Chile","Santiago de Chile",28,10,2,9,9,9,0,1,2,177,1771,11.9917864476386,"1984/2/4",31.4031485284052,"Serie A","Buttom Club"
"556","Remo Freuler","2016/1/19","FC Luzern","Atalanta",1280000,"
                                Midfield                            ","Switzerland","Ennenda",38,7,5,0,0,6,1,0,2,478,3347,17.347022587269,"1992/4/15",23.7618069815195,"Serie A","Buttom Club"
