lon,lat
NA,NA
8.0015825,50.005679
9.139245599999999,45.5120844
-0.1057342,51.5584654
14.3033475,41.0601645
-2.5058954,51.32049749999999
12.4330341,43.0882655
-2.7530628,43.298455
-3.7423397,40.3757325
6.9946126,51.01575339999999
11.5819806,48.1351253
11.3426163,44.494887
7.3714033,51.4918469
6.769948899999999,49.9352107
-1.880769,50.719164
NA,NA
-0.174936,51.485093
10.9466529,45.4575193
-0.0785415,51.4198825
-8.4329001,43.3588448
8.6821267,50.1109221
2.641692,39.6293694
-1.5919542,50.74590449999999
10.89779,48.3705449
2.1178229,41.3806915
12.2253049,44.1325193
11.4257541,48.7665351
NA,NA
-1.553621,47.218371
NA,NA
10.5355882,42.9636137
13.3426341,41.6396009
-0.57918,44.837789
8.946256,44.4056499
-3.0106774,36.7460566
-3.148352,48.561366
9.9044926,53.6617101
9.732010400000002,52.3758916
12.2590425,44.1509139
13.2802528,52.4876874
9.314365,45.65923799999999
7.613939999999999,44.97794
12.989615,41.6552418
-1.1397592,52.6368778
-0.3887798,39.4961244
-2.9915726,53.4083714
3.057256,50.62925
-4.4212655,36.721261
-2.2426305,53.4807593
-2.2906546,53.46225459999999
5.36978,43.296482
7.420815999999999,43.73741099999999
3.876716,43.610769
-1.61778,54.978252
1.297355,52.6308859
NA,NA
4.9767765,45.76902260000001
2.3350238,48.8533958
-3.7418583,40.376344
-3.7388727,40.3626461
-1.9748447,43.3081034
4.031696,49.258329
-1.6777926,48.117266
4.3871779,45.439695
8.952674799999999,44.4155383
10.7847741,44.54433
-2.4715422,43.1832096
NA,NA
NA,NA
-1.4043509,50.90970040000001
-2.229091,53.34951909999999
14.2681244,40.8517746
-2.179404,53.002668
-1.383801,54.906869
8.927711,50.108607
-3.943645999999999,51.62144
7.686856499999999,45.070312
1.444209,43.604652
4.0744009,48.2973451
NA,NA
-15.6662369,28.1475193
13.2056341,46.0408771
12.4181018,44.104798099999996
-0.5104759,39.0643597
9.1829321,48.7758459
10.7979685,52.4257066
-0.1165001,39.9391986
-0.39032,51.656489
8.809285,53.0696545
-1.995159,52.517664
0.014525,51.538265
